"geneID","logfc.DE","B.DE","genes.location.DE","symbol.DE","M.ChIP","A.ChIP","log.p.ChIP","B.ChIP","p.DE","p.ChIP","B.nothing","B.DE.only","B.ChIP.only","B.ChIP.DE"
"ENSG00000134882",-0.0886586181549855,-6.67875356410303,"chr13:100038523:100038572:+","UBAC2",-0.417363436963106,-3.62617998096076,-0.0624927103642197,2.74129629087581,0.0012557652660335,0.93941991081751,-2.70158756813113,-10.1434304355677,2.60186745225954,-5.09347045152101
"ENSG00000143793",-0.0134859209036744,-7.65340602423744,"chr1:228288677:228288726:-","C1orf35",-0.435551700970536,-3.51749107730809,-0.0523481895154578,2.92354965380579,0.00047420049654948,0.948998378024443,-2.87975110960527,-11.2859585844564,2.83406295450708,-6.05749887274486
"ENSG00000162910",0.00229783940437844,-7.67879013940421,"chr1:228295734:228295783:-","MRPL55",-0.455369921965893,-3.68131794166862,-0.0490804419038007,2.9896540660905,0.000462320323311695,0.95210453751632,-2.9457925549241,-11.373981837487,2.89842651112334,-6.07946738991949
"ENSG00000166924",0.100052852179642,-6.08881923194799,"chr7:100092234:100092283:+","NYAP1",-0.432103948037034,-3.44370206884817,-0.0388728597992589,3.22795957181887,0.00226295284678745,0.961872994098094,-3.19347374775951,-10.0206432245134,2.93030673603793,-4.47886058390728
"ENSG00000154217",0.0170707487210926,-7.62527456232173,"chr17:65683248:65683297:+","PITPNC1",-0.454688483044692,-3.43620923827069,-0.0356447799207835,3.31627723963043,0.000487723259304894,0.964983013951582,-3.27254499804976,-11.6332045742626,3.20501429660545,-6.0119046848993
"ENSG00000135316",-0.0249733266475634,-7.5827808278948,"chr6:86318317:86318366:-","SYNCRIP",-1.17788370979715,-4.831014666082,-0.0344585433864903,3.35071957262798,0.000508884317282992,0.966128391267602,-3.3070974886704,-11.6240219976015,3.23444595067112,-5.96817063057325
"ENSG00000105705",0.119323815209981,-5.67712328950785,"chr19:19387781:19387830:-","SUGP1",-0.483515658546763,-3.40668375680018,-0.0306432149535105,3.46998328048645,0.00341171276916011,0.969821529175748,-3.4414375119334,-9.84820965016261,2.98608450620191,-4.05856787232606
"ENSG00000178802",-0.0634051970711624,-7.17738435291113,"chr15:75190144:75190193:+","MPI",-0.498867292349217,-3.46595845416325,-0.0205123420134612,3.87645482210716,0.000763079968502813,0.979696604971215,-3.83415347214513,-11.7311040026654,3.66153016236225,-5.54818517264336
"ENSG00000086159",-0.101465713637756,-5.9076252513062,"chr12:50370573:50370622:+","AQP6",-0.575264293562211,-3.35164938773486,-0.0141578919060983,4.25039578063608,0.00271126436429064,0.985941859732987,-4.2182010711306,-10.838609418662,3.53633983537355,-4.27178786316818
"ENSG00000174243",0.882551589117785,17.8111265068467,"chr12:49223896:49223945:-","DDX23",-0.371833469731918,-3.93895773236578,-0.530189734909431,0.357740245501844,0.999999981603888,0.588493301361766,-19.8408558642777,-2.66032534461216,-19.5293963704567,2.66032525102742
"ENSG00000168394",2.79852955918289,35.3544925674426,"chr6_sso_hap7:4243883:4243932:-","TAP1",-0.248541893852437,-4.45643810013478,-1.96078711694725,-1.80909455556025,1,0.140747592493963,-35.6223513239889,-0.493490537433798,-37.4777266321132,0.493490537433797
"ENSG00000170581",2.30281574347779,34.7886521795872,"chr12:56735441:56735490:-","STAT2",-0.584148173529931,-4.48508130479659,-0.875563684971102,-0.336634998445994,0.999999999999999,0.416627107037575,-36.1897037927076,-1.96595009454805,-36.5726195437176,1.96595009454805
"ENSG00000240065",1.34604764903749,23.3079680473619,"chr6:32827377:32827426:+","PSMB9",1.57663359435916,-2.45235312363462,-3.14229598785687e-07,14.9731417555344,0.999999999924581,0.999999685770451,-39.8855096189539,-17.2757268486265,-24.9586486158854,17.2752663267263
"ENSG00000125347",4.38739062193479,40.9785740548101,"chr5:131818872:131818921:-","IRF1",2.99208570959722,-1.49990014470706,0,56.5193074318248,1,1,-Inf,-Inf,-Inf,Inf
"ENSG00000138496",3.21930605928947,38.9146211834891,"chr3:122247214:122247263:-","PARP9",2.73232579244628,-2.2791224427849,0,51.9028520036368,1,1,-Inf,-Inf,-Inf,Inf
"ENSG00000140105",3.6553828799482,39.5665739282568,"chr14:100800373:100800422:-","WARS",2.56563201347576,-2.07063418354347,0,47.8891249689828,1,1,-Inf,-Inf,-Inf,Inf
"ENSG00000204592",2.50858430628936,34.6292055592399,"chr6:30460698:30460747:+","HLA-E",3.40234473415307,-1.83907525339849,0,64.3498969047224,0.999999999999999,1,-Inf,-Inf,-36.3080398989654,36.0436533891172
"ENSG00000213928",2.41574242391802,34.2423024436645,"chr14:24635517:24635566:+","IRF9",3.88581624265325,-1.3137134697433,0,107.958884654075,0.999999999999999,1,-Inf,-Inf,-35.9025747908573,36.0436533891172
"ENSG00000163568",2.67451147590498,30.270554291817,"chr1:159035731:159035780:-","AIM2",3.18520421727167,-2.95964316071795,0,49.9073931504635,0.999999999999929,1,-Inf,-Inf,-31.9213367164076,31.9246162143047
"ENSG00000113916",1.7264310401717,28.0298019694873,"chr3:187439339:187439388:-","BCL6",3.31430246019196,-1.81765265512281,0,61.9109178281597,0.999999999999329,1,-Inf,-Inf,-29.6804946775957,29.6806252855766
"ENSG00000090339",1.7743996267938,26.9129039696932,"chr19:10396951:10397000:+","ICAM1",2.87034157243767,-1.65826990957867,0,49.6695427610599,0.999999999997949,1,-Inf,-Inf,-28.5635783674499,28.5637892579517
"ENSG00000163840",1.98724910151812,25.5653173522583,"chr3:122292953:122293002:+","DTX3L",2.850639714222,-2.12923283686701,0,53.8896991661145,0.999999999992109,1,-Inf,-Inf,-27.2160045738619,27.2160386382781
"ENSG00000068796",0.671415536468928,14.4979313943666,"chr5:61681824:61681874:+","KIF2A",2.75630052404388,-1.92995632691857,0,49.8976830257551,0.999999494608217,1,-Inf,-Inf,-16.1486122652729,16.1486122654552
"ENSG00000104805",0.708165518233503,13.7998009811849,"chr19:49426454:49426503:+","NUCB1",2.66714563166915,-2.0942586453177,0,50.2713217725001,0.999998984167411,1,-Inf,-Inf,-15.4504818521898,15.4504818524555
